Frame,GGPP_Lig1_HB_Count,GGPP_Lig2_HB_Count
1070,348,348
1071,354,354
1072,353,353
1073,349,349
1074,357,357
1075,347,347
1076,351,351
1077,347,347
1078,354,354
1079,346,346
1080,357,357
1081,363,363
1082,343,343
1083,359,359
1084,346,346
1085,348,348
1086,351,351
1087,334,334
1088,347,347
1089,355,355
1090,352,352
1091,351,351
1092,353,353
1093,349,349
1094,358,358
1095,341,341
1096,356,356
1097,336,336
1098,342,342
1099,345,345
1100,350,350
1101,350,350
1102,351,351
1103,339,339
1104,344,344
1105,357,357
1106,359,359
1107,351,351
1108,359,359
1109,346,346
1110,349,349
1111,354,354
1112,346,346
1113,358,358
1114,358,358
1115,359,359
1116,363,363
1117,342,342
1118,350,350
1119,358,358
1120,365,365
1121,358,358
1122,365,365
1123,358,358
1124,356,356
1125,353,353
1126,359,359
1127,356,356
1128,353,353
1129,357,357
1130,367,367
1131,349,349
1132,368,368
1133,363,363
1134,372,372
1135,356,356
1136,364,364
1137,364,364
1138,360,360
1139,371,371
1140,363,363
1141,366,366
1142,350,350
1143,356,356
1144,342,342
1145,344,344
1146,355,355
1147,359,359
1148,353,353
1149,345,345
1150,346,346
1151,359,359
1152,353,353
1153,343,343
1154,357,357
1155,355,355
1156,345,345
1157,350,350
1158,359,359
1159,360,360
1160,368,368
1161,349,349
1162,355,355
1163,366,366
1164,359,359
1165,353,353
1166,351,351
1167,372,372
1168,343,343
1169,350,350
1170,360,360
1171,352,352
1172,354,354
1173,348,348
1174,358,358
1175,357,357
1176,358,358
1177,347,347
1178,342,342
1179,368,368
1180,366,366
1181,348,348
1182,345,345
1183,347,347
1184,352,352
1185,354,354
1186,364,364
1187,357,357
1188,345,345
1189,345,345
1190,354,354
1191,351,351
1192,343,343
1193,345,345
1194,347,347
1195,350,350
1196,353,353
1197,356,356
1198,369,369
1199,355,355
1200,352,352
1201,354,354
1202,342,342
1203,354,354
1204,348,348
1205,338,338
1206,357,357
1207,361,361
1208,344,344
1209,357,357
1210,347,347
1211,354,354
1212,344,344
1213,345,345
1214,350,350
1215,357,357
1216,367,367
1217,343,343
1218,354,354
1219,343,343
1220,353,353
1221,362,362
1222,348,348
1223,359,359
1224,351,351
1225,352,352
1226,356,356
1227,348,348
1228,360,360
1229,350,350
1230,360,360
1231,354,354
1232,346,346
1233,355,355
1234,359,359
1235,347,347
1236,351,351
1237,352,352
1238,343,343
1239,356,356
1240,354,354
1241,354,354
1242,347,347
1243,352,352
1244,361,361
1245,340,340
1246,358,358
1247,352,352
1248,349,349
1249,347,347
1250,336,336
1251,349,349
1252,353,353
1253,350,350
1254,344,344
1255,349,349
1256,340,340
1257,350,350
1258,351,351
1259,354,354
1260,359,359
1261,349,349
1262,346,346
1263,345,345
1264,355,355
1265,337,337
1266,348,348
1267,347,347
1268,353,353
1269,342,342
1270,347,347
1271,345,345
1272,338,338
1273,353,353
1274,349,349
1275,345,345
1276,338,338
1277,344,344
1278,347,347
1279,355,355
1280,347,347
1281,360,360
1282,346,346
1283,355,355
1284,351,351
1285,332,332
1286,340,340
1287,355,355
1288,343,343
1289,353,353
1290,358,358
1291,349,349
1292,348,348
1293,355,355
1294,352,352
1295,348,348
1296,365,365
1297,351,351
1298,348,348
1299,364,364
1300,336,336
1301,351,351
1302,349,349
1303,344,344
1304,345,345
1305,349,349
1306,351,351
1307,340,340
1308,333,333
1309,345,345
1310,347,347
1311,339,339
1312,339,339
1313,337,337
1314,328,328
1315,342,342
1316,338,338
1317,335,335
1318,340,340
1319,355,355
1320,341,341
1321,342,342
1322,347,347
1323,348,348
1324,337,337
1325,339,339
1326,350,350
1327,333,333
1328,343,343
1329,342,342
1330,350,350
1331,340,340
1332,338,338
1333,339,339
1334,345,345
1335,343,343
1336,336,336
1337,342,342
1338,333,333
1339,341,341
1340,337,337
1341,325,325
1342,347,347
1343,341,341
1344,345,345
1345,351,351
1346,344,344
1347,352,352
1348,336,336
1349,348,348
1350,347,347
1351,358,358
1352,347,347
1353,367,367
1354,343,343
1355,348,348
1356,344,344
1357,352,352
1358,353,353
1359,355,355
1360,347,347
1361,348,348
1362,340,340
1363,353,353
1364,356,356
1365,353,353
1366,339,339
1367,344,344
1368,329,329
1369,356,356
1370,356,356
1371,353,353
1372,341,341
1373,336,336
1374,335,335
1375,339,339
1376,334,334
1377,345,345
1378,354,354
1379,357,357
1380,337,337
1381,355,355
1382,343,343
1383,358,358
1384,341,341
1385,347,347
1386,357,357
1387,355,355
1388,346,346
1389,347,347
1390,347,347
1391,353,353
1392,346,346
1393,359,359
1394,329,329
1395,343,343
1396,347,347
1397,341,341
1398,345,345
1399,352,352
1400,362,362
1401,347,347
1402,364,364
1403,353,353
1404,352,352
1405,351,351
1406,354,354
1407,351,351
1408,354,354
1409,353,353
1410,342,342
1411,346,346
1412,355,355
1413,359,359
1414,365,365
1415,349,349
1416,354,354
1417,342,342
1418,345,345
1419,327,327
1420,354,354
1421,340,340
1422,345,345
1423,345,345
1424,330,330
1425,335,335
1426,343,343
1427,349,349
1428,349,349
1429,329,329
1430,341,341
1431,356,356
1432,349,349
1433,354,354
1434,339,339
1435,357,357
1436,347,347
1437,346,346
1438,346,346
1439,359,359
1440,358,358
1441,355,355
1442,353,353
1443,345,345
1444,346,346
1445,353,353
1446,353,353
1447,347,347
1448,354,354
1449,350,350
1450,341,341
1451,355,355
1452,343,343
1453,347,347
1454,337,337
1455,343,343
1456,330,330
1457,356,356
1458,349,349
1459,337,337
1460,340,340
1461,360,360
1462,354,354
1463,353,353
1464,350,350
1465,354,354
1466,342,342
1467,343,343
1468,348,348
1469,358,358
1470,355,355
1471,345,345
1472,345,345
1473,348,348
1474,346,346
1475,364,364
1476,354,354
1477,348,348
1478,362,362
1479,346,346
1480,355,355
1481,349,349
1482,342,342
1483,343,343
1484,356,356
1485,346,346
1486,366,366
1487,355,355
1488,352,352
1489,357,357
1490,370,370
1491,365,365
1492,361,361
1493,358,358
1494,353,353
1495,370,370
1496,370,370
1497,363,363
1498,353,353
1499,353,353
1500,353,353
1501,355,355
1502,357,357
1503,341,341
1504,349,349
1505,338,338
1506,351,351
1507,361,361
1508,349,349
1509,355,355
1510,351,351
1511,363,363
1512,359,359
1513,365,365
1514,359,359
1515,362,362
1516,369,369
1517,364,364
1518,358,358
1519,355,355
1520,356,356
1521,362,362
1522,356,356
1523,349,349
1524,349,349
1525,358,358
1526,370,370
1527,346,346
1528,360,360
1529,341,341
1530,357,357
1531,353,353
1532,358,358
1533,353,353
1534,369,369
1535,350,350
1536,348,348
1537,347,347
1538,358,358
1539,346,346
1540,341,341
1541,357,357
1542,357,357
1543,360,360
1544,368,368
1545,361,361
1546,355,355
1547,354,354
1548,346,346
1549,347,347
1550,354,354
1551,356,356
1552,347,347
1553,342,342
1554,352,352
1555,354,354
1556,358,358
1557,361,361
1558,354,354
1559,358,358
1560,354,354
1561,365,365
1562,357,357
1563,357,357
1564,358,358
1565,377,377
1566,359,359
1567,340,340
1568,358,358
1569,344,344
1570,358,358
1571,353,353
1572,354,354
1573,345,345
1574,364,364
1575,356,356
1576,353,353
1577,347,347
1578,355,355
1579,348,348
1580,345,345
1581,353,353
1582,362,362
1583,358,358
1584,364,364
1585,357,357
1586,362,362
1587,345,345
1588,355,355
1589,363,363
1590,373,373
1591,353,353
1592,366,366
1593,350,350
1594,350,350
1595,356,356
1596,350,350
1597,352,352
1598,341,341
1599,354,354
1600,359,359
1601,369,369
1602,366,366
1603,336,336
1604,357,357
1605,357,357
1606,338,338
1607,353,353
1608,355,355
1609,343,343
1610,360,360
1611,355,355
1612,356,356
1613,349,349
1614,357,357
1615,335,335
1616,343,343
1617,351,351
1618,346,346
1619,359,359
1620,350,350
1621,349,349
1622,350,350
1623,361,361
1624,342,342
1625,344,344
1626,345,345
1627,346,346
1628,361,361
1629,341,341
1630,354,354
1631,348,348
1632,337,337
1633,355,355
1634,330,330
1635,353,353
1636,360,360
1637,355,355
1638,330,330
1639,353,353
1640,354,354
1641,334,334
1642,358,358
1643,344,344
1644,344,344
1645,355,355
1646,364,364
1647,359,359
1648,360,360
1649,343,343
1650,346,346
1651,355,355
1652,343,343
1653,342,342
1654,356,356
