Frame,MG300_GGPP_Lig1,MG300_GGPP_Lig2,MG301_GGPP_Lig1,MG301_GGPP_Lig2,MG302_GGPP_Lig1,MG302_GGPP_Lig2
0,28.277754246787648,27.043514112304752,9.616262569629201,10.369099681294347,8.168228497381609,8.82297662547009
1,27.77937258493652,26.55290451182596,9.621235466112006,10.256785687648183,7.987857515938331,8.525905092836137
2,28.274671994664875,27.11829183732817,9.742612114183473,10.336235135112593,8.17443485255439,8.59265504892621
3,27.92767115447722,26.22720553583019,9.37292597250908,10.2362924422362,7.910195800870065,8.819527434607735
4,28.73224167791982,27.279914896987222,9.618217173328071,10.38825724290014,7.982104930053009,8.67246635065663
5,28.07187662091221,26.769838400959433,9.876752442551439,10.312639344792412,8.068184724173639,8.68058362256024
6,27.7230842817121,26.517289084280193,9.469875012004408,10.216792755870534,7.681684757482769,8.599395882376832
7,29.254522555743513,27.832458842287508,9.637725560089898,10.529104459831153,7.925647393319145,8.626813465984638
8,28.655249514398427,27.317132742312587,9.678242120453412,10.362530311240123,8.285712072926822,8.621698772213733
9,28.252121403317897,27.171865145600112,9.611283747857161,10.302078269679281,8.198707870403428,8.73823024830984
10,28.33987150526162,26.43140227336173,9.703978424112346,10.419854657480215,8.235966287435083,8.893524752586343
11,27.629794591428237,25.46161118462899,9.333303375922874,10.292982623201102,8.066428817083793,8.733666094037133
12,27.842771248207388,25.905118778670037,9.412144230506318,10.173995636867176,7.856734305957912,8.633389696335964
13,28.155108896575577,26.32671122103815,9.572870610708334,10.202378105963454,7.845651503785067,8.470890346226318
14,27.971541314858495,26.294114677908745,9.714677520259434,10.297146868409019,8.271505571393558,8.800821753264591
15,28.61334312958482,26.816914379611134,9.80354186418137,10.341610293616762,7.897293593680903,8.664245297569101
16,28.418359221871246,26.50771143749324,9.740207225480972,10.42153222452066,7.947780168803656,8.675041494587383
17,28.878768594123333,26.709563029510807,9.480554837172855,10.391166260076217,7.8627815866089295,8.87330084579847
18,28.4402015869571,26.773664246289854,9.671212148034117,10.309907018107259,8.120255258504429,8.768168580117935
19,28.04573702023691,26.838739700452244,9.872819095837878,10.132198206199174,8.017449133513038,8.594954513371613
20,28.431449558353435,26.802077458223966,9.317207054984117,10.043372113529388,8.067709637800974,8.936152030004974
21,27.967886101439706,26.531771296895695,9.44595661920318,10.246619411284161,8.049474963390342,8.822375064253388
22,28.491530553307484,26.73976765242522,9.815243348640047,10.435338298438456,8.386102366743865,8.697473961174296
23,29.026434143778058,27.570622640848704,9.685373805448291,10.139089016572413,8.175182408380374,8.809769154889386
24,28.93055068382157,27.03464710738769,9.538145741396177,10.363026120972078,8.124540495591681,8.761193826285862
25,28.53732411548872,26.663319562240257,9.481050571924627,10.193597847974047,7.98774436891402,8.693325583782698
26,28.593855317146016,26.89180800889281,9.562194310458684,10.368899097211122,8.137773894912087,8.797850172952698
27,28.78767181554519,26.779890513736387,9.528747693772951,10.218486948406598,8.00359347100003,8.870476765512814
28,28.90593155865548,27.438560646478315,9.702647449666449,10.353587896953382,7.993922580518947,8.67555810144743
29,29.398483075284865,27.559071207190698,9.560902894641902,10.553487083125546,7.757651029625179,8.536808448301164
30,28.884977502276044,27.616450623097922,9.577251896432072,10.260256577128255,7.996062965350884,8.758281905850739
31,28.326626967117736,26.86220863196112,9.411363084532448,10.331690263949513,7.92562483673624,8.71387884036121
32,28.876148927571567,27.638994752712865,9.672091391890746,10.703916025000805,7.9680849998231995,8.858565390482529
33,28.24537871996102,26.54855762807358,9.38387444978563,10.328195304409496,8.028628267551928,8.886192340924238
34,28.415986134519418,27.233551056251347,9.729671549155107,10.50802423686945,8.122506868879142,8.801710675155293
35,28.225032839155194,27.335614356408623,9.689074110729647,10.205076938038108,8.078377263492815,8.641015921458646
36,27.968986568140316,26.794278703911203,9.652192142145028,10.212109068328447,8.335856428852319,8.869626882155131
37,28.175000909455765,26.802043600040477,9.771197251864653,10.144833218847593,8.200848360143366,8.685444181208203
38,28.790553328663343,27.755739552298607,9.927253695189535,10.310295987670257,8.318861937334583,8.844409888251043
39,28.136042496937954,26.69769208722184,9.489836781761875,10.350143587430397,7.995438855470086,8.681474641865247
40,27.994193817017997,26.84937121462013,9.594358199828669,10.367514156371845,8.259747941830065,8.837469998658676
41,28.08919875158431,27.053026937377794,9.603536279621968,10.383674100378608,8.248940751361909,8.710411721264805
42,29.1389171278691,28.158309370423733,9.411974711569686,10.201528886191923,8.036640904144473,8.65804140305715
43,29.108484024228797,28.260968032805867,9.786291948690382,10.252561341236666,8.291312065583329,8.69240824431298
44,29.06003331486396,28.137678981937036,9.866125782234242,10.334260079455122,8.250958387178782,8.868081011531297
45,29.48282736794886,28.17691418743283,9.975372426067937,10.516023732838383,8.237146134137157,8.686853760068512
46,28.540399187521846,26.974771061758442,9.513607917851084,10.149042362531107,8.167586389710776,8.743208951620904
47,28.627964104449884,27.652885529126273,9.712260195466577,10.237711760542485,8.310335827662586,8.853283384428558
48,29.101584343629693,27.734063990706062,9.51976456869905,10.439335075853768,8.182477084353026,8.787274188917022
49,29.593204116482674,28.690579571734826,9.561505914885387,10.257378793454658,7.868346090264827,8.643197792556329
50,29.022824067033426,28.08741398883087,9.689264045506079,10.342409674484959,7.986054113351745,8.517462538448584
51,28.665843772281804,27.213695682530965,9.4232858555809,10.235514137823582,7.973157812112416,8.689566121073833
52,28.822208348120082,27.663126880881165,9.648166078050265,10.418204323166412,8.280702674272003,8.636339205139475
53,29.59531362392161,28.808357322204447,9.708546600265281,10.343631910501058,7.943238037789879,8.716026552545806
54,28.807444013763256,27.695070062165275,9.6076033686971,10.408536095081804,7.855940527206937,8.539452429691647
55,29.590161972936823,28.540512290978256,9.490421148419276,10.215830597228331,8.111350157858865,8.745413752538987
56,29.98911208167244,28.926782349769503,9.690386232119144,10.038588947725527,8.278342474929978,8.6653281567161
57,29.47767710140035,28.5385597590513,9.965840221710065,10.42234164495588,8.285760319161952,8.720510179645611
58,29.614211080445834,28.46810703797588,9.23149193493515,9.95156904786201,7.975345014286935,8.64534520156322
59,28.60241292648579,26.912415942318496,9.467261130843928,10.464424607741927,7.764419017721839,8.634467345164968
60,28.328157858358143,27.187873814217994,9.552112539414274,10.114069460771123,7.9569923402891005,8.746193934185545
61,28.501604059145368,27.135322977392857,9.55390605795155,10.22175582042351,8.198371275762499,8.704173328300062
62,29.038714259085946,27.870737167900955,9.414811565083111,9.951046655365928,8.011291986989105,8.689581316635852
63,28.47314079711534,26.989718534581318,9.298231538927281,10.065245313931875,8.04206235026954,8.696516533866655
64,28.379420152320062,26.850710765403356,9.421909442757904,10.235343564285575,7.991418108364565,8.72054422097386
65,28.67825314428823,26.954869373548057,9.238394261637877,10.024402988455352,7.949783215234057,8.691609955381546
66,27.932374939620733,26.34486686606116,9.8202983506932,10.243032505041212,8.414281847695367,8.759286227860606
67,27.47477167674614,26.16176105789154,9.362964761711181,10.005462019258571,8.328577809954663,8.68466024145197
68,28.23923822380517,26.921324481361466,9.534745348477239,10.193047026456217,8.092652775488181,8.75076173606841
69,28.69495769319378,27.48825630011532,9.51368299193404,10.354237270968653,8.107779094990127,8.890321384335545
70,28.744141403011287,27.34381924856817,9.645215405116545,10.224236542509724,8.250461514570505,8.575561222054802
71,27.924907099287907,26.977353378909232,9.925144024121474,10.321707510572082,8.286801107998409,8.610955940801222
72,28.486509366491443,27.060342107632113,9.281008972709468,10.188758931015622,7.837208421628178,8.640952652648691
73,28.73142199892662,27.523985858180723,9.641066780242582,10.151056757761953,8.02571271766478,8.577258640223594
74,27.996161266362677,26.875214903045194,9.63308251846689,10.300327969633642,8.082441602774162,8.658460283620046
75,27.588785860361554,26.38319736635454,9.424285848547354,10.179023335798487,7.9674690109051625,8.814186291035195
76,28.37599671564924,27.29882135661368,9.688477646363465,10.265312004606276,8.117290073740712,8.607930630512199
77,29.12910519455507,27.96849360917029,9.536765490773337,10.023676527711471,8.149812873897211,8.702603788488094
78,28.880759913820913,27.633963291071886,9.487466938837501,10.004659703850463,8.269992600202553,8.866258016145325
79,28.79073223664929,28.240562614357238,9.870624064586377,10.31850399951713,8.017047149106807,8.802755140990781
