Frame,MG300_GGPP_Lig1,MG300_GGPP_Lig2,MG301_GGPP_Lig1,MG301_GGPP_Lig2,MG302_GGPP_Lig1,MG302_GGPP_Lig2
0,32.807102707160894,30.579972121505413,10.179763998607099,10.205222479831209,8.85090962380455,8.76892373881526
1,32.67223061981788,30.245658998799495,10.056355994607324,10.262895639549814,8.483259928817683,8.553982525249667
2,32.786222901691985,31.25503065054988,10.376213223689398,10.212970087927316,8.5183270314025,8.434618719932697
3,33.24944796694622,31.508894708670763,10.032830002135034,10.006609416296559,8.18088599544552,8.48036670392721
4,32.02122649798118,29.96375079575829,10.447491734558817,10.38908562318523,8.288364372304049,8.49563632159936
5,32.37591410620748,30.099162943484743,10.234686619071336,10.418093838799333,8.341966645984517,8.689841381930432
6,33.33055122265661,30.569394483827338,9.813318718035415,9.792503129971312,8.225943569336758,8.356008836832086
7,33.36365924369982,31.01394828848782,9.937232986684233,9.943917393407062,8.398756662922349,8.478616717674779
8,32.944245543239106,31.020587255668865,10.142422708437744,10.012373634701385,8.66412096646971,8.457695087044316
9,32.87385480480055,31.347271719157614,10.410568559848523,10.175450428746624,8.796497290338445,8.479271295575048
10,32.81674903802519,31.09681701345754,9.913539111740766,9.994692896267251,8.365538550114504,8.429646297698456
11,33.9067979426552,31.605971902000523,9.800269369733456,10.017663065250812,8.312293036760947,8.477442628452176
12,33.32867285967805,31.373234656860195,9.937334050712893,9.946825807888823,8.38873323900604,8.548600196191959
13,33.10217274858099,31.098574129655933,10.236709052051895,9.893940972904659,8.709592363588452,8.582763762000479
14,33.27989201510215,31.78325926440863,10.355076721915182,10.202236061251089,8.43784862193208,8.398797261979498
15,33.97987554161321,32.02905574575141,10.165139548334738,10.06945335173124,8.295220004495242,8.366171650116428
16,33.828097984729055,31.771611379283893,10.198941820995424,10.11823601800881,8.231167153476957,8.307750842998624
17,32.76734749034265,30.642789283654555,10.333395249841844,10.104584038792927,8.559337207200407,8.556955760106005
18,33.24323453493954,31.139108475724317,9.88922678576591,10.209687520921777,8.385415703794735,8.558805899747584
19,33.04545995916447,31.14947221026941,10.09456702296086,10.253491495185573,8.296894773923885,8.51912696404848
20,32.68302395768821,30.96498091102319,10.129785692837938,10.279763598169358,8.211711413758396,8.386336271642719
21,32.51651700475939,30.671105846410082,9.940747380480865,10.03294848369693,8.264827995130775,8.51795664276338
22,32.096619012025606,30.506284107824435,10.318995434183808,10.334033032968781,8.621463178355718,8.66983596623985
23,33.13270985616295,30.892200379872918,9.953197480575087,10.338917158882284,8.320213679457614,8.764397978337037
24,32.37166433962148,30.277410397820884,10.408830729198085,10.413803171680438,8.418074485188292,8.59939407771307
25,32.34726139901616,30.581290003148236,9.947029025191283,9.801086294424028,8.371078303023674,8.520185688026213
26,32.920638044598,31.12693678063227,9.917364952104222,10.074265630503955,8.218446782572371,8.552074164627955
27,32.85080227488577,30.951206107815192,10.036002733696966,10.27104425924261,8.326385200185928,8.459373690990573
28,32.61825720372668,30.76862330709695,9.912566150908447,10.010153731332865,8.492876962440318,8.58316902603711
29,32.8476180833999,30.75755886392457,9.80049825196523,9.908768965854296,8.393435594123291,8.634236807066879
30,32.75006414968003,30.485016217635273,10.30611573303586,10.45976016483813,8.36797550106614,8.42397619297479
